DRS;DRSNOME;REGSAUDE;MUNICIPIO;CNES;NOME;GESTAO;GRUPO_DE_HOSPITAIS;LEITOS_CLIN_ANTERIOR_A_COVID;LEITOS_CLIN_SUS;LEITOS_CLIN_EXISTENTE_CONVERTIDO_PARA_COVID;LEITO_CLINICO_AMPLIADO_EM_FUNCIONAMENTO;LEITO_CLINICO_PARA_AMPLIACAO_FUTURA;UTI_ADULTO_EXISTE;UTI_ADULTO_SUS;UTI_ADULTO_EXISTENTE_CONVERTIDO_PARA_COVID;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_1;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_2;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_3;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_4;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_5;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_6
8;FRANCA;Alta Anhanguera;SALES OLIVEIRA;2078112.0;"HOSPITAL SANTA RITA DE SALES
OLIVEIRA";M;Priv.s. fins lucrativos;16;11;0;0;0;0;0;0;0;0;0;0;0;0
8;FRANCA;Alta Anhanguera;SAO JOAQUIM DA BARRA;2080044.0;"SANTA CASA DE SAO JOAQUIM DA
BARRA";E;Priv.s. fins lucrativos;46;27;9;0;0;8;8;0;0;0;5;0;0;0
8;FRANCA;Alta Mogiana;GUARA;2083973.0;SANTA CASA DE GUARA;M;Priv.s. fins lucrativos;22;18;9;0;0;0;0;0;0;0;0;0;0;0
8;FRANCA;Alta Mogiana;IGARAPAVA;2079348.0;SANTA CASA DE IGARAPAVA;M;Priv.s. fins lucrativos;36;27;6;0;0;0;0;0;0;0;0;0;0;0
8;FRANCA;Alta Mogiana;ITUVERAVA;2751704.0;"SANTA CASA DE MISERICORDIA DE
ITUVERAVA";M;Priv.s. fins lucrativos;39;22;6;0;0;10;9;0;0;0;10;0;0;0
8;FRANCA;Alta Mogiana;MIGUELOPOLIS;2088525.0;SANTA CASA DE MIGUELOPOLIS;M;Priv.s. fins lucrativos;11;7;15;0;0;0;0;0;0;0;0;0;0;0
8;FRANCA;Tres Colinas;FRANCA;2080117.0;"HOSPITAL PSIQUIATRICO ALLAN
KARDEC FRANCA SP";M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;FRANCA;Tres Colinas;FRANCA;2705982.0;SANTA CASA DE FRANCA;E;Priv.s. fins lucrativos;99;91;0;0;24;28;27;0;0;0;10;0;0;0
8;FRANCA;Tres Colinas;PATROCINIO PAULISTA;2078449.0;"SANTA CASA DE PATROCINIO
PAULISTA";E;Priv.s. fins lucrativos;16;6;10;0;0;0;0;0;0;0;0;0;0;0
8;FRANCA;Tres Colinas;PEDREGULHO;2080478.0;"SANTA CASA DE MISERICORDIA DE
PEDREGULHO";E;Priv.s. fins lucrativos;43;39;10;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Adamantina;ADAMANTINA;2082446.0;CLINICA NOSSO LAR ADAMANTINA;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Adamantina;ADAMANTINA;2077647.0;SANTA CASA DE ADAMANTINA;M;Priv.s. fins lucrativos;45;35;17;0;0;5;4;0;0;0;0;0;0;5
9;MARÍLIA;Adamantina;FLORIDA PAULISTA;2745402.0;"SANTA CASA DE MISERICORDIA DE
FLORIDA PAULISTA";E;Priv.s. fins lucrativos;25;17;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Adamantina;LUCELIA;2081431.0;SANTA CASA DE LUCELIA;M;Priv.s. fins lucrativos;13;9;6;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Adamantina;OSVALDO CRUZ;2082586.0;"SANTA CASA DE MISERICORDIA DE
OSVALDO CRUZ";M;Priv.s. fins lucrativos;33;27;12;0;0;0;0;0;0;0;6;0;0;0
9;MARÍLIA;Adamantina;PACAEMBU;2080907.0;SANTA CASA PACAEMBU;M;Priv.s. fins lucrativos;17;15;1;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Assis;ASSIS;2081083.0;SANTA CASA DE ASSIS;M;Priv.s. fins lucrativos;31;19;8;0;0;11;10;0;4;0;1;0;0;0
9;MARÍLIA;Assis;ASSIS;2083094.0;HOSPITAL REGIONAL DE ASSIS;E;Estaduais-Direta;20;20;14;0;0;10;10;0;0;0;6;0;0;0
9;MARÍLIA;Assis;ASSIS;155829.0;HOSPITAL DE CAMPANHA DE ASSIS;M;Municipais;0;0;0;10;22;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Assis;CANDIDO MOTA;2080842.0;"SANTA CASA DE MISERICORDIA DE
CANDIDO MOTA";M;Priv.s. fins lucrativos;9;8;6;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Assis;MARACAI;2079437.0;HOSPITAL BENEFICENTE DE MARACAI;M;Priv.s. fins lucrativos;14;12;1;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Assis;PALMITAL;2080958.0;"SANTA CASA DE MISERICORDIA DE
PALMITAL";M;Priv.s. fins lucrativos;13;11;7;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Assis;PARAGUACU PAULISTA;2082519.0;"SANTA CASA DE PARAGUACU
PAULISTA";M;Priv.s. fins lucrativos;34;29;20;0;0;10;10;0;5;0;0;0;0;0
9;MARÍLIA;Marilia;GALIA;2080737.0;HOSPITAL SAO VICENTE DE GALIA;M;Priv.s. fins lucrativos;24;15;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Marilia;GARCA;2745356.0;CLINICA ANDRE LUIZ;E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Marilia;GARCA;2079844.0;"HOSPITAL E MATERNIDADE
SAMARITANO";M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Marilia;GARCA;9680500.0;AHBB;M;Priv.s. fins lucrativos;24;15;7;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Marilia;MARILIA;2080990.0;HOSPITAL ESPIRITA DE MARILIA;M;Priv.s. fins lucrativos;28;5;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Marilia;MARILIA;2086050.0;MATERNIDADE GOTA DE LEITE;M;Priv.s. fins lucrativos;4;4;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Marilia;MARILIA;2025507.0;HOSPITAL DAS CLINICAS HCFAMEMA;E;Estaduais-Universitarios;85;79;38;0;0;36;24;0;20;0;0;0;0;0
9;MARÍLIA;Marilia;MARILIA;2083116.0;SANTA CASA DE MARILIA;M;Priv.s. fins lucrativos;41;28;15;0;0;25;14;0;0;7;0;0;0;0
9;MARÍLIA;Marilia;MARILIA;5860490.0;HOSPITAL UNIVERSITARIO DE MARILIA;M;Priv.s. fins lucrativos;134;105;0;40;0;30;20;0;4;6;0;0;0;0
9;MARÍLIA;Marilia;MARILIA;9377255.0;CLINICA ACONCHEGO;M;Priv.s. fins lucrativos;21;0;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Marilia;POMPEIA;2080621.0;SANTA CASA POMPEIA;M;Priv.s. fins lucrativos;9;7;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Ourinhos;BERNARDINO DE CAMPOS;2082497.0;"SANTA CASA HOSPITAL JESUS MARIA
JOSE";M;Priv.s. fins lucrativos;17;17;6;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Ourinhos;CHAVANTES;2082438.0;SANTA CASA DE CHAVANTES;E;Priv.s. fins lucrativos;38;20;5;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Ourinhos;IPAUSSU;2081660.0;SANTA CASA DE IPAUCU;M;Priv.s. fins lucrativos;23;14;5;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Ourinhos;OURINHOS;4049020.0;SANTA CASA DE OURINHOS;M;Priv.s. fins lucrativos;48;28;10;0;0;17;15;0;0;0;0;10;0;0
9;MARÍLIA;Ourinhos;OURINHOS;112542.0;HOSPITAL DE CAMPANHA;M;Municipais;0;0;0;50;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Ourinhos;SALTO GRANDE;2082756.0;SANTA CASA DE SALTO GRANDE;M;Priv.s. fins lucrativos;20;13;4;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Ourinhos;SANTA CRUZ DO RIO PARDO;2084058.0;"SANTA CASA MISER STACRUZ RIO
PARDO";M;Priv.s. fins lucrativos;31;19;5;0;0;6;6;0;0;5;0;0;0;0
9;MARÍLIA;Tupa;BASTOS;2092980.0;HOSPITAL DE BASTOS;M;Priv.s. fins lucrativos;16;12;16;0;0;0;0;0;0;0;5;0;0;0
9;MARÍLIA;Tupa;HERCULANDIA;2080281.0;HOSPITAL SAO JOSE DE HERCULANDIA;E;Priv.s. fins lucrativos;49;49;10;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Tupa;PARAPUA;2081229.0;SANTA CASA DE PARAPUA;M;Priv.s. fins lucrativos;25;20;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Tupa;RINOPOLIS;2081237.0;HOSPITAL SAO PAULO DE RINOPOLIS;M;Priv.s. fins lucrativos;15;14;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Tupa;TUPA;2082454.0;CASA DA CRIANCA DE TUPA;E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;Tupa;TUPA;2080664.0;SANTA CASA DE TUPA;E;Priv.s. fins lucrativos;46;41;14;0;0;22;20;0;5;0;5;0;0;0
10;PIRACICABA;Araras;ARARAS;2082470.0;CLINICA SAYAO ARARAS;E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;PIRACICABA;Araras;ARARAS;2081253.0;HOSPITAL SAO LUIZ DE ARARAS;M;Priv.s. fins lucrativos;63;40;7;0;0;11;10;0;0;0;0;0;0;0
10;PIRACICABA;Araras;CONCHAL;2084430.0;"HOSPITAL E MATERNIDADE MADRE
VANNINI CONCHAL SP";M;Priv.s. fins lucrativos;17;15;7;0;0;0;0;0;0;0;0;0;0;0
10;PIRACICABA;Araras;LEME;2078074.0;SANTA CASA DE LEME;M;Priv.s. fins lucrativos;35;25;12;0;0;8;6;0;0;0;0;0;0;5
10;PIRACICABA;Araras;PIRASSUNUNGA;2785382.0;SANTA CASA DE PIRASSUNUNGA;M;Priv.s. fins lucrativos;38;23;8;0;0;10;6;0;0;0;0;0;0;0
10;PIRACICABA;Limeira;LIMEIRA;2081458.0;SANTA CASA DE LIMEIRA;M;Priv.s. fins lucrativos;45;40;6;0;0;26;26;0;10;0;0;0;0;0
10;PIRACICABA;Limeira;LIMEIRA;2087103.0;"SOCIEDADE OPERARIA HUMANITARIA
LIMEIRA";M;Priv.s. fins lucrativos;25;21;4;0;0;9;8;0;5;0;0;0;0;0
10;PIRACICABA;Piracicaba;CAPIVARI;2748568.0;SANTA CASA DE CAPIVARI;M;Priv.s. fins lucrativos;25;25;12;0;0;0;0;0;0;0;0;0;0;0
10;PIRACICABA;Piracicaba;CHARQUEADA;2748436.0;HOSP MAT BENEF DE CHARQUEADA;M;Priv.s. fins lucrativos;17;13;0;0;0;0;0;0;0;0;0;0;0;0
10;PIRACICABA;Piracicaba;PIRACICABA;2087057.0;"HOSPITAL DOS FORNECEDORES DE
CANA DE PIRACICABA";M;Priv.s. fins lucrativos;90;57;7;0;0;30;19;0;8;0;0;0;0;0
10;PIRACICABA;Piracicaba;PIRACICABA;2772310.0;SANTA CASA DE PIRACICABA;M;Priv.s. fins lucrativos;67;51;0;0;0;24;16;0;2;0;3;0;0;0
10;PIRACICABA;Piracicaba;PIRACICABA;9425802.0;HOSPITAL REGIONAL DE PIRACICABA;E;Estaduais-OSS;40;40;18;42;0;18;10;0;18;0;0;0;0;0
10;PIRACICABA;Piracicaba;RIO DAS PEDRAS;2766167.0;HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO RIO DAS PEDRAS;M;Priv.s. fins lucrativos;17;16;0;0;0;0;0;0;0;0;0;0;0;5
10;PIRACICABA;Piracicaba;SAO PEDRO;2084422.0;SANTA CASA DE SAO PEDRO;M;Priv.s. fins lucrativos;40;36;5;0;0;0;0;0;5;0;0;0;0;0
10;PIRACICABA;Rio Claro;ITIRAPINA;2798239.0;HOSPITAL SAO JOSE ITIRAPINA;M;Municipais;8;8;0;0;0;0;0;0;0;0;0;0;0;0
10;PIRACICABA;Rio Claro;RIO CLARO;2083159.0;BEZERRA DE MENEZES RIO CLARO;E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;PIRACICABA;Rio Claro;RIO CLARO;2081113.0;"HOSPITAL SANTA FILOMENA DE RIO
CLARO";M;Privado;20;3;0;20;3;4;0;0;0;0;0;0;0;0
10;PIRACICABA;Rio Claro;RIO CLARO;2082888.0;SANTA CASA DE RIO CLARO;M;Priv.s. fins lucrativos;28;15;10;0;0;20;10;0;10;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Paulista;DRACENA;2750988.0;SANTA CASA DE DRACENA;M;Priv.s. fins lucrativos;78;60;0;0;0;10;10;10;0;0;0;10;0;0
11;PRESIDENTE PRUDENTE;Alta Paulista;JUNQUEIROPOLIS;2751003.0;SANTA CASA DE JUNQUEIROPOLIS;M;Priv.s. fins lucrativos;22;16;4;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Paulista;PANORAMA;2079283.0;SANTA CASA DE PANORAMA;M;Priv.s. fins lucrativos;19;18;6;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Paulista;TUPI PAULISTA;2081385.0;SANTA CASA DE TUPI PAULISTA;M;Priv.s. fins lucrativos;26;16;10;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;ALVARES MACHADO;2080508.0;SANTA CASA DE ALVARES MACHADO;M;Priv.s. fins lucrativos;14;12;2;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;MARTINOPOLIS;2751011.0;SANTA CASA MISERICORDIA PADRE JOAO SCHNEIDER MARTINOPOLIS;M;Priv.s. fins lucrativos;28;26;10;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;PRESIDENTE BERNARDES;2698374.0;"HOSPITAL DE MISERICORDIA NOSSA
SENHORA APARECIDA";M;Priv.s. fins lucrativos;36;25;4;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;PRESIDENTE PRUDENTE;2058782.0;"HOSPITAL PSIQUIATRICO ESPIRITA
BEZERRA DE MENEZES P PRUDENT";E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;PRESIDENTE PRUDENTE;2750511.0;HOSPITAL ESTADUAL DR ODILO ANTUNES DE SIQUEIRA P PRUDENTE;E;Estaduais-Direta;6;6;2;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;PRESIDENTE PRUDENTE;2080532.0;SANTA CASA HOSP DR ARISTOTELES OLIVEIRA MARTINS PRES PRUDENT;E;Priv.s. fins lucrativos;77;48;17;0;0;20;10;10;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;PRESIDENTE PRUDENTE;2755130.0;HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE;E;Estaduais-OSS;132;132;25;0;0;30;30;11;5;0;5;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;PRESIDENTE PRUDENTE;7400926.0;HOSPITAL REGIONAL DO CANCER;M;Priv.s. fins lucrativos;56;0;0;80;0;10;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;REGENTE FEIJO;2080524.0;"HOSPITAL E MATERNIDADE REGIONAL
REGENTE FEIJO";M;Priv.s. fins lucrativos;7;7;10;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alta Sorocabana;SANTO ANASTACIO;2751046.0;SANTA CASA DE SANTO ANASTACIO;M;Priv.s. fins lucrativos;28;22;5;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alto Capivari;IEPE;2750538.0;HOSPITAL MUNICIPAL DE IEPE;M;Municipais;10;10;2;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Alto Capivari;RANCHARIA;2081873.0;"HOSPITAL E MATERNIDADE DE
RANCHARIA";E;Priv.s. fins lucrativos;38;24;5;0;0;10;10;1;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Extremo Oeste Paulista;PRESIDENTE EPITACIO;2751038.0;SANTA CASA DE PRESIDENTE EPITACIO;M;Priv.s. fins lucrativos;36;30;57;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Extremo Oeste Paulista;PRESIDENTE VENCESLAU;2078139.0;"SANTA CASA DE PRESIDENTE
VENCESLAU";M;Priv.s. fins lucrativos;39;25;6;0;0;10;10;4;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Pontal do Paranapanema;ROSANA;2750546.0;"HOSPITAL ESTADUAL PORTO
PRIMAVERA ROSANA";E;Estaduais-OSS;24;24;4;0;0;0;0;0;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;Pontal do Paranapanema;TEODORO SAMPAIO;2028239.0;"HOSPITAL REGIONAL DE TEODORO
SAMPAIO";M;Priv.s. fins lucrativos;35;32;34;0;0;0;0;0;0;0;0;0;0;0
12;REGISTRO;Vale do Ribeira;PARIQUERA-ACU;2077434.0;HOSPITAL DR LEOPOLDO BEVILACQUA;E;Estaduais-OSS;20;20;0;0;0;9;9;0;0;0;0;0;0;0
12;REGISTRO;Vale do Ribeira;REGISTRO;2079593.0;HOSPITAL SAO JOAO REGISTRO;E;Priv.s. fins lucrativos;34;25;0;10;0;0;0;0;0;0;0;0;0;0
12;REGISTRO;Vale do Ribeira;REGISTRO;9556095.0;HOSPITAL REGIONAL DE REGISTRO;E;Estaduais-OSS;15;15;60;0;0;10;0;0;10;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;CRAVINHOS;2079496.0;SANTA CASA DE CRAVINHOS;M;Priv.s. fins lucrativos;11;10;2;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;2078031.0;"HOSPITAL SANTA TEREZA DE RIBEIRAO
PRETO";E;Estaduais-Direta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;2079119.0;"CENTRO DE REF DA SAUDE DA
MULHER DE R PRETO MATER";E;Estaduais-OSS;2;2;8;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;2079275.0;"HOSPITAL SAO FRANCISCO RIBEIRAO
PRETO";M;Privado;101;4;0;0;0;20;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;2080400.0;"HOSPITAL IMACULADA CONCEICAO
RIBEIRAO PRETO";M;Priv.s. fins lucrativos;75;49;10;0;0;9;9;4;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;2081164.0;"HOSPITAL SANTA LYDIA RIBEIRAO
PRETO";M;Priv.s. fins lucrativos;47;40;10;0;0;7;5;0;0;0;3;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;2082187.0;"HOSPITAL DAS CLINICAS FAEPA
RIBEIRAO PRETO";E;Estaduais-Universitarios;231;231;71;0;0;52;52;0;20;17;0;0;0;24
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;2084414.0;SANTA CASA DE RIBEIRAO PRETO;M;Priv.s. fins lucrativos;88;57;12;0;0;23;16;0;10;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;3314766.0;"HOSPITAL ELECTRO BONINI RIBEIRAO
PRETO";M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;5887623.0;HOSPITAL ESTADUAL DE RIB PRETO DR CARLOS EDUARDO MARTINELLI;E;Estaduais-OSS;36;36;0;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;RIBEIRAO PRETO;7615280.0;CANTINHO DO CEU RIBEIRAO PRETO;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;SANTA RITA DO PASSA QUATRO;2091275.0;CAIS CENTRO ATENCAO INTEGRAL SAUDE SANTA RITA PASSA QUATRO;E;Estaduais-Direta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;SANTA RITA DO PASSA QUATRO;2091267.0;"SANTA CASA SANTA RITA DO PASSA
QUATRO";M;Priv.s. fins lucrativos;26;19;4;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;SANTA ROSA DE VITERBO;2746298.0;"SANTA CASA DE SANTA ROSA DE
VITERBO";M;Priv.s. fins lucrativos;20;12;2;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;SAO SIMAO;2058243.0;"SANTA CASA DE MISERICORDIA DE
SAO SIMAO";M;Priv.s. fins lucrativos;11;8;4;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;SERRANA;2079364.0;"SANTA CASA DE MISERICORDIA DE
SERRANA";M;Priv.s. fins lucrativos;24;18;0;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Aquifero Guarani;SERRANA;9773657.0;HOSPITAL ESTADUAL DE SERRANA;E;Estaduais-OSS;40;40;5;4;0;10;0;10;0;0;10;0;0;0
13;RIBEIRÃO PRETO;Horizonte Verde;GUARIBA;2026805.0;SANTA CASA DE GUARIBA;M;Priv.s. fins lucrativos;15;14;5;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Horizonte Verde;JABOTICABAL;2025477.0;"HOSPITAL E MATERNIDADE SANTA
ISABEL DE JABOTICABAL";M;Priv.s. fins lucrativos;35;22;6;0;0;8;3;0;0;0;5;0;0;0
13;RIBEIRÃO PRETO;Horizonte Verde;JABOTICABAL;8005877.0;HOSPITAL SAO MARCOS JABOTICABAL;M;Privado;14;2;0;0;0;5;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Horizonte Verde;MONTE ALTO;2028204.0;SANTA CASA DE MONTE ALTO;M;Priv.s. fins lucrativos;33;23;8;0;0;10;8;0;0;0;5;0;0;0
13;RIBEIRÃO PRETO;Horizonte Verde;PITANGUEIRAS;2089548.0;SANTA CASA DE PITANGUEIRAS;M;Priv.s. fins lucrativos;20;12;2;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Horizonte Verde;PONTAL;2083493.0;SANTA CASA DE PONTAL;M;Priv.s. fins lucrativos;10;6;7;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Horizonte Verde;SERTAOZINHO;2084171.0;"HOSPITAL E MATERNIDADE SAO JOSE
SERTAOZINHO";M;Priv.s. fins lucrativos;13;9;7;0;0;9;6;0;0;0;5;0;0;0
13;RIBEIRÃO PRETO;Vale das Cachoeiras;ALTINOPOLIS;2716593.0;"HOSPITAL DE MISERICORDIA
ALTINOPOLIS";M;Priv.s. fins lucrativos;9;6;8;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Vale das Cachoeiras;BATATAIS;2082853.0;"HOSPITAL MAJOR ANTONIO CANDIDO
BATATAIS";M;Priv.s. fins lucrativos;46;33;5;1;0;8;7;1;0;0;5;0;0;0
13;RIBEIRÃO PRETO;Vale das Cachoeiras;CAJURU;2023016.0;"CASA DE CARIDADE SAO VICENTE DE
PAULO CAJURU";M;Priv.s. fins lucrativos;38;30;8;0;0;0;0;0;0;0;0;0;0;0
13;RIBEIRÃO PRETO;Vale das Cachoeiras;SANTO ANTONIO DA ALEGRIA;9208887.0;HOSPITAL MUNICIPAL DE SANTO ANTONIO DA ALEGRIA;M;Municipais;6;6;2;0;0;0;0;0;0;0;0;0;0;0
14;S. JOÃO B. VISTA;Baixa Mogiana;ITAPIRA;2085143.0;"INSTITUTO AMERICO BAIRRAL DE
PSIQUIATRIA";E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;S. JOÃO B. VISTA;Baixa Mogiana;ITAPIRA;110388.0;HOSPITAL DE CAMPANHA COVID 19;M;Municipais;0;0;0;15;0;0;0;0;0;0;0;0;0;0
14;S. JOÃO B. VISTA;Baixa Mogiana;ITAPIRA;2081091.0;HOSPITAL MUNICIPAL DE ITAPIRA;M;Municipais;56;56;26;17;0;5;4;0;0;0;18;0;0;0
14;S. JOÃO B. VISTA;Baixa Mogiana;ITAPIRA;2084287.0;"SANTA CASA DE MISERICORDIA DE
ITAPIRA";M;Priv.s. fins lucrativos;12;0;0;0;0;10;0;0;0;0;0;0;0;0
14;S. JOÃO B. VISTA;Baixa Mogiana;MOGI GUACU;2096463.0;SANTA CASA DE MOGI GUACU;M;Priv.s. fins lucrativos;72;45;16;0;0;11;8;0;10;0;0;0;0;0
14;S. JOÃO B. VISTA;Baixa Mogiana;MOGI GUACU;2096498.0;"HOSPITAL MUNICIPAL DR TABAJARA
RAMOS";M;Municipais;32;32;26;39;0;5;5;5;0;0;0;0;0;5
14;S. JOÃO B. VISTA;Baixa Mogiana;MOGI GUACU;;Hospital de Campanha SANTA MARTA;M;Municipais;0;0;0;0;37;0;0;0;0;0;0;0;0;0
14;S. JOÃO B. VISTA;Baixa Mogiana;MOJI MIRIM;2079208.0;"LAR ESPIRITA MARIA DE NAZARE MOJI
MIRIM";E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;S. JOÃO B. VISTA;Baixa Mogiana;MOJI MIRIM;2088193.0;"IRMANDADE DA STA CASA DE MISERICORD DE MOGI MIRIM MOGI
MIRIM";M;Priv.s. fins lucrativos;43;42;20;0;0;6;6;0;0;0;0;0;0;6
14;S. JOÃO B. VISTA;Mantiqueira;ESPIRITO SANTO DO PINHAL;2081563.0;CLINICA DE REPOUSO SANTA ROSA ESPIRITO SANTO DO PINHAL;E;Privado;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;S. JOÃO B. VISTA;Mantiqueira;ESPIRITO SANTO DO PINHAL;2084384.0;INSTITUTO BEZERRA DE MENEZES ESPIRITO SANTO DO PINHAL;E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;S. JOÃO B. VISTA;Mantiqueira;ESPIRITO SANTO DO PINHAL;2751623.0;HOSPITAL FRANCISCO ROSAS;M;Priv.s. fins lucrativos;53;33;32;0;0;0;0;0;10;0;0;0;0;0
